branch_id,company_id,company_exists
151e5cd7-ac4a-4fc3-b703-d73a0dbb0dc6,da4ef704-88ac-4120-aa0e-65b92b2aa2bc,da4ef704-88ac-4120-aa0e-65b92b2aa2bc
a08568e5-40a7-4b15-85b4-ced8ebf9971d,da4ef704-88ac-4120-aa0e-65b92b2aa2bc,da4ef704-88ac-4120-aa0e-65b92b2aa2bc
