id,company_id,main_branch_id,main_branch_code,main_branch_company_id
2ec987ea-b0e0-4f0a-aeea-6d320c03e642,da4ef704-88ac-4120-aa0e-65b92b2aa2bc,151e5cd7-ac4a-4fc3-b703-d73a0dbb0dc6,BR-01,da4ef704-88ac-4120-aa0e-65b92b2aa2bc
